id,Crop,Commodity,Province,Region,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4
9206,Spinach,Vegetables and Root Crops,Isabela,REGION II (CAGAYAN VALLEY),2.2,5.59,0,8.05,2.53,7.55,3.5,7.52,2.83,10.85,3.92,7.67,3.25,12.15,5.94,8.28,14.34,23.35,26.48,12.22,15.34,28.43,23.3,16.25,18.35,30.15,21.35,11.12,19.27,35.2,24.5,12.8,17.23,14.25,23.25,6.35,15.42,21.15,22.45,7.46,12.56,16.4,20.52,6.49,12.4,11.57,17.24,6.12,10.2,10.21,17.9,6.1
9207,Spinach,Vegetables and Root Crops,Kalinga,CORDILLERA ADMINISTRATIVE REGION (CAR),0.32,0.5,0.62,0.43,0.5,0.52,0.63,0.5,0.6,0.65,0.75,0.55,1,1.5,2,0.75,1,2,2.5,1,1.25,2.5,1.5,0.9,1.3,2.25,1.5,0.5,1,2.2,2,0.25,1.5,0.5,1.86,0.15,1.25,0.2,1.98,0.15,0.75,0.23,2.3,0.19,1,0.18,2.99,0.3,1.1,0.22,3.84,0
9208,Spinach,Vegetables and Root Crops,La Union,REGION I (ILOCOS REGION),0.52,0.95,0.99,0.83,0.55,0.96,1,0.93,0.56,0.9,0.85,0.85,0.5,0.92,0.88,0.82,0.48,0.92,0.66,0.83,0.42,0.89,0.62,0.75,0.4,0.9,0.55,0.5,0.42,0.9,0.48,0.5,0.4,0.87,0.4,0.55,0.42,0.89,0.44,0.56,0.43,0.91,0.48,0.53,0.5,0.97,0.37,0.56,0.54,1,0.41,0.59
9209,Spinach,Vegetables and Root Crops,Lanao del Norte,REGION X (NORTHERN MINDANAO),7,0,0,0,6,0,0,0,6,0,0,0,5.5,0,0,0,5.3,0,0,0,6.3,1,0,0,6,0.8,0,0,5.75,0.9,0,0,5.5,0.85,0,0,5.22,0.82,0,0,5.15,0.85,0,0,5,0.6,0,0,4.65,0.65,0,0
9210,Spinach,Vegetables and Root Crops,Maguindanao,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),3.5,0.64,0.82,1,3.6,0.85,0.8,1.1,3.7,1,0.9,1.3,3.8,1.05,0.8,1.4,3.85,1.07,1,1.5,3.6,1.1,1,1.4,3,1.2,1,1.41,3.1,1.23,0.98,1.5,3.11,1.23,0.99,1.5,3.14,1.25,1,1.8,3.2,1.25,1.05,1.85,3.25,1.3,1.1,1.9,3.3,1.32,1.12,1.92
9211,Spinach,Vegetables and Root Crops,Misamis Oriental,REGION X (NORTHERN MINDANAO),0.09,0.3,0.25,0.03,0.1,1,0.5,0.5,0.2,1.5,0.6,5,1,2,3,5.5,1.5,5,10,10,1.46,3,10.5,8.5,1.4,2.6,1.75,9,1.5,2.9,1.8,9.5,1.53,2.95,1.95,9.75,1.54,2.75,2,10,1.53,2.75,1.98,9.9,1.52,2.4,1.85,9.6,1.54,2.78,1.5,10
9212,Spinach,Vegetables and Root Crops,Mountain Province,CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0,0,0.02,0.08,0,0,0.03,0.06,0,0,0.03,0.05,0,0,0.04,0.05,0,0
9213,Spinach,Vegetables and Root Crops,Negros Occidental,REGION VI (WESTERN VISAYAS),5,8.1,4.45,2,5.53,8.85,4.77,2.17,6.11,9.36,5.24,2.28,6.46,9,5.41,2.22,6.75,9.67,5.72,2.35,7.22,9.07,5.89,2.23,6.35,8.32,5.61,2.25,6.02,6.5,6.5,2.8,5.13,6.34,7.29,2.5,4.61,6,8.84,2.58,4.4,5.76,9.84,2.54,5.93,7.97,9,3.26,4,8.83,11.04,4.28
9214,Spinach,Vegetables and Root Crops,Negros Oriental,REGION VII (CENTRAL VISAYAS),6.44,7.3,21.5,12,6.5,7.5,22,12.05,5.4,7.75,21,15,5,7.6,23,16,5.2,7.45,24,15.5,5.5,7,20,13.22,5.6,5.62,17,12.5,5.65,6.5,19,13.15,5.75,5.75,16,12.11,5.55,5.5,15,11,5.58,6.35,12,12.7,5.7,6.55,10,12.5,5.4,7,10,13
9215,Spinach,Vegetables and Root Crops,Nueva Vizcaya,REGION II (CAGAYAN VALLEY),0,6.75,11,15.5,0,7,12.5,10,0,7,12.76,11.75,0,5.67,7.45,10.1,0,4.11,6,15.12,9.5,3.1,6.3,15.32,12.5,5.02,7.5,14.65,13.8,5.38,10.9,14.87,13.36,5.4,12.6,14.8,13.4,5.42,12.68,14.82,13.39,5.44,13.16,14.7,12.91,5.32,12.63,15.44,14.34,6.99,15.04,15.07
9216,Spinach,Vegetables and Root Crops,Pampanga,REGION III (CENTRAL LUZON),6,1.5,2,1.2,7,1.75,2.5,1,7.5,1.5,2,1.25,6,1.5,1.8,1,7,1.25,1.85,1.2,6.5,1.3,1.5,1.18,6.5,1.28,1.55,1.19,6.8,1.37,1.5,1.18,6.9,1.38,1.55,1.19,6.85,1.37,1.51,1.19,7.14,1.5,1.57,1.19,7,1.69,1.79,1.19,6.9,1.9,2.06,1.24
9217,Spinach,Vegetables and Root Crops,Pangasinan,REGION I (ILOCOS REGION),0.14,0.6,1.1,0.45,0.13,0.57,1.03,0.41,0.12,0.54,1,0.39,0.11,0.51,1.02,0.38,0.11,0.49,1,0.39,0.1,0.49,1,0.38,0.09,0.45,1.02,0.42,0.1,0.4,1.05,0.5,0.12,0.38,1,0.52,0.11,0.39,1,0.51,0.09,0.39,1,0.51,0.08,0.39,0.9,0.5,0.1,0.43,1.2,0.6
9218,Spinach,Vegetables and Root Crops,Quirino,REGION II (CAGAYAN VALLEY),0.48,0.27,1,0.45,0.55,0.45,0.9,0.4,0.5,0.3,1.25,0.5,0.6,0.5,1.5,0.45,0.55,0.75,1.7,0.71,0.71,0.6,1.6,0.6,0.76,2.73,1.65,0.65,0.78,2.8,1.66,0.55,0.83,2.9,1.68,0.5,0.81,2.85,1.67,0.57,0.8,3.35,1.95,0.54,1.08,3.18,1.86,0.55,1.2,3.97,2.03,0.54
9219,Spinach,Vegetables and Root Crops,Sarangani,REGION XII (SOCCSKSARGEN),0,1.7,0,0.45,0,2,0,0.45,0,2,0,0.46,0,2.1,0,0.44,0,2,0,0.35,0,2,0,0.35,0,1,0,0.38,0,1.75,0,0.4,0,1.76,0,0.41,0,1.72,0,0.42,0,1.65,0,0.42,0,1.66,0,0.45,0,1.65,0,0.46
9220,Spinach,Vegetables and Root Crops,South Cotabato,REGION XII (SOCCSKSARGEN),0.96,1.84,1.99,1.44,1.45,2.65,2.13,1.17,1.33,2.16,2,2.88,1.89,2,2.9,2.3,2,1.86,3.47,3.62,1.4,1.3,3.16,2.25,1.6,0.76,3,1.7,2,0.8,4,2,2.7,0.91,3.66,2.6,2.4,0.8,4.12,2.4,2.2,0.9,5.2,3.5,2.6,0.82,5.95,2.95,2.8,0.95,6.3,3.23
9221,Spinach,Vegetables and Root Crops,Sultan Kudarat,REGION XII (SOCCSKSARGEN),2.7,2.75,1.55,1.15,2.7,2.75,1.55,1.13,2.73,2.8,1.6,1.15,2.75,2.75,1.55,1.05,2.6,2.75,1.5,1.02,2.42,2.67,1.55,1.07,2.3,2.54,1.5,1.05,2.42,2.65,1.55,1.15,2.54,2.72,1.58,1.27,2.6,2.75,1.56,1.28,2.54,2.67,1.59,1.23,2.56,2.71,1.58,1.26,2.56,2.74,1.58,1.26
9222,Spinach,Vegetables and Root Crops,Tarlac,REGION III (CENTRAL LUZON),13.2,13.54,0,0,9.2,13.25,0,0,7.5,12.35,0,0,7.3,12.25,0,0,7.25,13.15,0,0,5.34,12.52,0,0,5.23,12.44,0,0.25,5.25,12.85,0,0.28,4.81,9.17,2,0.82,4.25,8.85,2.15,0.85,4.21,10.18,6.14,0.68,5.64,9.75,4.61,0.59,5.25,8.9,4.33,0.45
9223,Spinach,Vegetables and Root Crops,Zamboanga del Sur,REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0.03,0,0,0,0.03,0
9224,Spraymum,Non-Food and Industrial Crops,Benguet,CORDILLERA ADMINISTRATIVE REGION (CAR),80.21,53.33,24.1,56.79,84.22,54.1,25,53.95,89.5,50,24.25,56.65,91.29,51,24,57.78,86.73,51.51,24.6,54.89,90,49.43,23.37,43.5,88.2,45.75,21.03,41.33,89,47,28,48,95,49,20,45.25,90,48.75,18.75,47,95,20,15,35,55.66,38.81,15.42,40,75.67,60,40,60.91
9225,Spraymum,Non-Food and Industrial Crops,City of Zamboanga,REGION IX (ZAMBOANGA PENINSULA),1.6,1.5,1.25,1.6,1.7,1.6,1,1.5,1,1,1.08,1.46,1.2,1.12,1.1,1.5,1.1,1.09,1.06,1.45,1.07,1.07,1.04,1.43,1.05,1.08,1.02,1.42,1.04,1.06,1,1.4,0.99,1.08,1.03,1.42,0.74,1.1,1.02,1.42,0.74,1.08,1.02,1.42,0.88,1.08,1.02,1.41,0.84,1.09,1,1.39
9226,Sibuyas,Vegetables and Root Crops,Aklan,REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,10.02,6.2,6.63,0,0,4.45,7.15,0,0,3.16,6.34,0,0,1.41,5,0,0,1.38,4.94,0,0,1.3,4.85,0,0,1,4.6,0,0,0.92,4.55,0,0,0.87,4.5,0,0,0.9,4.11,0
9227,Sibuyas,Vegetables and Root Crops,Antique,REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.5,5.2,3.8,3.3,4.3,5.07,3.73,3.23,4.25,5.02,4.1,2.25,4.3,5.34,5,3.6,5.2,5.5,6,4.1,6.2,6.2,5.12,4.15,6,5.98,5.15,4.15,5.8,6,5.12,5.43,6.38,5.52,5.03,4.7,6.45
9228,Sibuyas,Vegetables and Root Crops,Bohol,REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.22,237.96,91.61,104.88,254.44,263.06,95.85,94.3,214.52,244.67,95.35,84.37,220.51,226.12,89.47,116.45,187.75,184.69,81.01,113.65,184.34,187.08
9229,Sibuyas,Vegetables and Root Crops,Camiguin,REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.07,0.06,0.25,0.12,0.06,0.05,0.29,0.1,0.06,0.08,0.26,0.08,0.1,0.1,0.26,0.06,0.14,0.09,0.4,0.09,0.16,0.05,0.25,0.1,0.15,0.07
9230,Sibuyas,Vegetables and Root Crops,Capiz,REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.17,9.92,18.5,14.5,28.47,10.03,20.03,15.72,29.29,10.31,21.43,18.87,30.75,11.5,19.29,17.01,30.93,11.07,20.14,18.38,28.76,10.24,20.68,19.92,29.1,9.42,19.85,19.25,28.22,8,18.66,17.64,25.4,7.6,16.79,15.71,26.67,7.98
9231,Sibuyas,Vegetables and Root Crops,Cebu,REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.94,438.33,511.54,812.4,853.02,637,502.74,771.62,810.38,610,503.87,775.85,808.25,577.99,454.84,766,808,535.3,439.33,780,810,511.21,430,750,820,510,450
9232,Sibuyas,Vegetables and Root Crops,Cotabato,REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.58,12.25,0,0,17.5,10.73,0,0,14.68,12.52,0,0,25.42,14.64,0,0,20.05,15.59,0,0
9233,Sibuyas,Vegetables and Root Crops,Guimaras,REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.6,0.7,0.8,0.2,0.35,0.4,0.25,0.15,0.4,0.6,0.4,0.3,0.45,0.5,0.4,0.4,0.35,0.3,0.5,0.08,0.2,0.35,0.55,0.35,0.4,0.45,0.67,0.65,0.69,0.9,0.84,0.75,1.38,0.98
9234,Sibuyas,Vegetables and Root Crops,Iloilo,REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,10.75,15,41.35,47,9.5,14,43.42,49,9.25,13,46,52,9.75,11.5,48,46,9.3,16,45.5,45,9.85,18,48,47,9,20.55,53.28,50,10.52,22,50,48,12.62,23.8
9235,Sibuyas,Vegetables and Root Crops,Laguna,REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.06,10.16,0,0,23.48,10.76,0,73.49,21.72,11.52,64.41,90.72,20.13,10.42,70.4,93.26,21.69,10.99,69.25,92.82,21.68,12.86,70.34,95.75,17.47,15.81,73.35,67.87
9236,Sibuyas,Vegetables and Root Crops,Lanao del Norte,REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5.5,5,0,0,5.25,5.5,0,4.5,5.6,6,0,4.75,6.12,5.55,0,5,6.5,6,0,5.56,6.25,5.85
9237,Sibuyas,Vegetables and Root Crops,Negros Occidental,REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,4,0,0,0,3,0,51.85,45.3,26.5,19,69.16,43,27.05,19.44,71.83,42.31,25.8,19.07,71.78,40.53,25.62,19,76.16,41.16,26.25,21.11,81.05,45.93,29.24,20.72,79.26,43.3,27.95,24.86,80.72,44.62,34.85,20.48,65.45,36.53,33.62,18,56.52,41.57,40.55,18.74
9238,Sibuyas,Vegetables and Root Crops,Negros Oriental,REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,87.11,44.19,62.54,106.5,88.2,93.48,66.2,110.14,88,155.56,88.75,114.3,92,164.1,135,116.77,120,168.22,165,115.8,118,165,167,170,122,160,165,174.5,124.25,183,158,242.21,127.5,188,163,275,123,255.68,175,297.78
9239,Sibuyas,Vegetables and Root Crops,Siquijor,REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,2.23,2.02,4,3.85,2.5,19.21,21.13,6.8,2.7,18.85,18.25,6.2,2.63,16.9,18,5.7,2.55,17,20,6.3,2.6,17.55,21,5.4,2.62,17.6,22.7
9240,Sibuyas,Vegetables and Root Crops,South Cotabato,REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,5,14.85,15.25,18.23,15,15.37,17.07
9241,Sibuyas,Vegetables and Root Crops,Sultan Kudarat,REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,18.02,14,17.51,17.14,18.62,15.59,18.21,19.07,21.55,13.76,25.45,18.08,23.89,13.88,26.09,18.29,26.3,13.88,26.09
9242,Sibuyas,Vegetables and Root Crops,Surigao del Norte,REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.05,0,0,0,0.03,0,0,0,0.02,0,0,0,3,0
9243,Sibuyas,Vegetables and Root Crops,Surigao del Sur,REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01
9244,Squash Fruit,Vegetables and Root Crops,Abra,CORDILLERA ADMINISTRATIVE REGION (CAR),3394.76,0,0,388.45,3376,0,0,386,3378,0,0,392,3321,0,0,405,2838,0,0,426.8,2956,0,0,392.1,2032,0,0,345.36,2099.48,0,0,358.64,2016,0,0,329.64,2027,0,0,331,2030,0,0,332.64,2024.01,0,0,328.38,2034.72,0,0,320.4
9245,Squash Fruit,Vegetables and Root Crops,Agusan del Norte,REGION XIII (CARAGA),200,837.8,795.11,701.23,98.06,305.65,405,280,130.73,410.92,558.17,385.9,165.23,419,620,430.16,150,439.61,770.04,511.03,177.29,350,810.72,446.9,170.68,330,750,520,157.46,335,756.26,610,165,338,717.33,636.04,210,340,731.33,731.5,250,350,740,745,253.36,396,788,811,147.73,310,820,890
9246,Squash Fruit,Vegetables and Root Crops,Agusan del Sur,REGION XIII (CARAGA),113.02,167.15,354.37,316.77,48.8,116.07,276.38,302.94,50.19,133.75,312.31,334.33,39.13,191.38,305.41,317.28,34.65,224.16,303.6,413.83,36.78,265.8,310.1,419.65,133.2,1120.75,289.67,595.9,139.35,2955.6,450.35,873.1,270.13,1410.25,636.1,948.37,232.03,1675.62,539.01,1115.77,214.79,1872.54,580.26,1249.19,183.09,1665.32,540.42,1387.11,169.73,1758.59,588.37,1312.52
9247,Squash Fruit,Vegetables and Root Crops,Aklan,REGION VI (WESTERN VISAYAS),127.31,416.3,177.8,408,123.75,412.6,173,402.9,124.4,405,171.9,405.15,121,411.32,172.09,338.26,94.5,390.28,165.54,342.41,96.67,384.52,167.23,315.02,95.32,313.48,163.89,300.21,90.22,301.38,165.1,283.4,81.87,300.57,167.41,275.16,81.5,285.21,169.17,274.14,64.67,297.04,165.66,280.03,48.09,446.3,156.38,265.75,46.88,450.12,170.01,270.12
9248,Squash Fruit,Vegetables and Root Crops,Albay,REGION V (BICOL REGION),12450,3395,3104,7500,11703,3225.25,3041.92,6750,12054.09,3483,3194.01,7222.5,12656.79,3726.81,3353.71,7655.85,13416.2,3913.15,1676.86,8191.76,12074.58,3976.54,1712.74,8410.3,12551.53,4175.37,1798.38,7905.69,10041.22,4676.41,1942.25,8696.26,9037.1,4910.23,2005.37,9278.03,8672.9,4173.69,2192.27,5924.02,8989.46,4206.24,2137.46,4684.83,9291.42,4088.21,2452.39,5481.3,9801.05,3666.63,2600.79,6016.33
9249,Squash Fruit,Vegetables and Root Crops,Antique,REGION VI (WESTERN VISAYAS),402.25,224.15,140.96,60.4,362.03,174.37,125.2,53.88,372.89,196.86,111.43,49.77,387.81,204.99,100.29,44.79,390.05,207.95,111.21,49.79,374.45,200.55,108.99,44.01,372.2,212.18,120,51.37,438.73,236,138.5,62,447,281,129.2,68,525.3,199.5,111.05,71.6,567.32,215.46,112.79,69.47,575.62,218.69,109.77,67.33,557.52,214.97,115.36,62.47
9250,Squash Fruit,Vegetables and Root Crops,Apayao,CORDILLERA ADMINISTRATIVE REGION (CAR),155,95,1.15,7.5,75,77,0.6,5,100,90,0.75,27,142,357.8,2,28.5,148,376,20,120.3,140,411.72,17,116,155,470,18.56,98.88,133.09,482.22,19.52,105.53,127.06,639.33,18.98,79.32,130.63,745.97,19.26,78.47,156.76,895.16,19.83,97.57,149.19,796.98,21,102.67,170,810,22.59,83.63
9251,Squash Fruit,Vegetables and Root Crops,Aurora,REGION III (CENTRAL LUZON),235,210,123,81,236,210.3,124,79.5,234.8,209,121.5,81,232.95,208.5,98.6,77.25,234.8,210,119.6,98,236,202,145.5,75,56.6,210,115,84,22.28,218,157.55,52.08,25.62,231.95,97.84,48.44,29.98,276,39.14,31.97,20.34,285,115.04,15.05,40.54,351.88,177,24.87,44.14,444.36,197.49,18
9252,Squash Fruit,Vegetables and Root Crops,Basilan,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),38.75,31.9,33.75,37.64,39.52,32.3,34.5,38.77,41,33.9,35.25,39.8,43.05,34.5,37.25,40,42,34,38,41,44,31,39,42,40,29,40,45,42.4,30.45,41.6,46.8,44.52,30.75,42.85,46,42.76,29.21,44.56,49.45,40.91,30.76,46.14,51.08,36.93,31.97,46.98,52.76,38.41,33.17,48.05,53.4
9253,Squash Fruit,Vegetables and Root Crops,Bataan,REGION III (CENTRAL LUZON),9.35,96.3,48.1,36,9.8,95,45,34,8.3,93,42,35,8,92,39,30,8.5,87,45,31,9,88,46,29,8.5,84,45,30,10,83.41,45.95,33.02,9.8,82.45,20.98,46.38,8,87.49,16.18,37.24,9.38,78.29,15.83,30.81,9.69,83.76,16.32,36.98,7.13,81.36,19.33,27.55
9254,Squash Fruit,Vegetables and Root Crops,Batanes,REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,8.28,23.73,11.11,6.98,8.88,24.52,9.79,0.13,10.12,22.53,0,3.95,8.25,18.45,3.95,3.12,7.81,12.62,2.45,0,8.15,13,2,0.15,5.1,12,1.8,0.14,4.4,12.4,1.7,0.12,3.52,12.42,0.82,0.1,0.56,8.56,0.53,0.08,0.49,7.6,0,0.68
9255,Squash Fruit,Vegetables and Root Crops,Batangas,REGION IV-A (CALABARZON),270,4,825,3200,285,30,900,3000,193.88,62,1000,2250,180,55,1100,2050,150,25,850,2100,146,27,900,2500,142.51,22,988.2,3000,159.24,23.87,1067.26,3450,166.31,20,1127,4084.45,135.64,12,848.18,3387.23,108,9,720.95,2371,124.2,8.98,720.1,1850,137.4,14.95,675.17,1480
9256,Squash Fruit,Vegetables and Root Crops,Benguet,CORDILLERA ADMINISTRATIVE REGION (CAR),263.72,153.74,208,652.96,268.99,148.36,200,587.66,275.25,144.65,190,593.54,278,146.46,188.1,599.47,280.78,143.53,190.45,606.96,283.59,147.38,140.61,507,272.96,152.88,150.5,432.98,268.5,155.94,147.63,415,273,153,99,390,265,155,110,410,270,140,115,390,293.62,161.66,61.68,352,352.92,170,58.75,315
9257,Squash Fruit,Vegetables and Root Crops,Biliran,REGION VIII (EASTERN VISAYAS),119.25,76.5,149,11.5,116.75,76.1,140.5,11.6,116.76,76.09,140.45,11.5,116.8,76.1,140.25,10.25,112.5,76.1,140.5,10.28,112.53,76.3,141,10.5,112.52,76.35,142,10.8,112.6,77,130,10,78,75,115,9,70,66.2,100,10.75,62,74.5,125,11.2,58,78,122,10.5,61.34,83.53,119.26,7.67
9258,Squash Fruit,Vegetables and Root Crops,Bohol,REGION VII (CENTRAL VISAYAS),62.7,171.3,850.25,352.83,54.57,169.43,656.23,282.84,52.88,115.12,532.47,457.53,57.4,106.55,586.25,486.21,50.76,125.24,454.77,376.19,55.37,64.63,472.27,391.73,64.36,18.25,430.28,439.72,72.96,28.54,457.63,470.98,84.27,35.5,382.81,414.98,103.55,25.35,363.86,384.98,95.54,27.86,431.2,386.15,86.74,36.75,335.89,300.62,11.26,29.69,324.74,321.71
9259,Squash Fruit,Vegetables and Root Crops,Bukidnon,REGION X (NORTHERN MINDANAO),1500,1900,2800,3750,1800,2000,3108,3850,2000,1900,3100,3750,1763,2010,3200,3800,1790,2015,3300,3950,1500,2000,3360,4050,1406,1870,3450,4368,1490,1980,3510,4425,1508,2045,3594,4470,1524,1975,3672,4520,1500,2018.37,3982.28,4594.35,2091.63,1400,4150,4841.71,2116.04,1650,3937.44,4388.09
9260,Squash Fruit,Vegetables and Root Crops,Bulacan,REGION III (CENTRAL LUZON),257,515,69,435,259,523,68,414,265,530,45,425,275,595,40,391,298,610,49,400,305,623,55,395,360,615,600,400,380,645,610,440,400,650,615,442,412.72,569.68,560.83,533.55,435.9,578.05,804.16,466.79,423.78,553.94,685.58,396.89,401.26,542.86,662.73,328.47
9261,Squash Fruit,Vegetables and Root Crops,Cagayan,REGION II (CAGAYAN VALLEY),1589.23,4685.12,1629.76,379.65,1643.58,5043.58,1373.39,216.76,1785.62,5054.73,1453.47,243.84,1973.27,5344.72,1487.24,198.75,1762.46,5192.86,1311.44,174.88,825.3,4473.86,1147.38,168.49,638.66,2819.54,1194.69,30.26,595.74,1973.3,821.53,25.97,417.01,1677.05,739.37,22.07,366.96,1473.2,668.43,21.4,337.6,1325.88,643.22,18.09,378.71,1582.62,655.82,21.3,358.16,1529.51,642.53,18.42
9262,Squash Fruit,Vegetables and Root Crops,Camarines Norte,REGION V (BICOL REGION),55,1300,900,521,50,1315,855,505,55,1368,896,520,57.5,1390,914,543,59.25,1422.1,802.48,555,60,1507.9,804.45,557.75,61.3,1400.9,874.03,504.65,32.99,1331.28,538.4,493.7,35.98,1410.53,598.97,488.91,32.37,962.83,554.31,450.92,65.13,873.44,676.54,223.41,35.55,762.42,537.17,355.86,27.76,466.71,834.83,142.49
9263,Squash Fruit,Vegetables and Root Crops,Camarines Sur,REGION V (BICOL REGION),324.75,633.75,243.21,572.93,332.9,615.75,227.08,590.18,333.5,621.23,226.85,601.16,334.3,626.32,229.12,595.15,340.99,621.25,223.64,577.3,351.22,625.23,227.96,588.85,333.73,662.74,205.89,609.52,337.07,788.13,165.16,534.43,274.11,802,178.47,608.88,251.61,676.09,160.82,555.12,196.88,667.41,151.85,538.47,131.7,615.33,172.15,612.19,166.49,602.71,184.26,616.26
9264,Squash Fruit,Vegetables and Root Crops,Camiguin,REGION X (NORTHERN MINDANAO),3.6,14.5,13.44,13.44,3.5,12.87,15.23,15.12,4.66,12.1,14.23,12.7,4.25,13.27,15.5,11.33,4,12.95,17.7,14.65,4.12,11.8,16.53,14.88,4.5,8.4,20.14,17.72,5.47,10.23,15.65,18.6,4.42,10.76,16.6,19.44,5.42,7.67,18,18.11,6.76,6.45,21.4,18.31,5.17,7.81,21.19,17.83,2.6,7.96,23.27,20.51
9265,Squash Fruit,Vegetables and Root Crops,Capiz,REGION VI (WESTERN VISAYAS),466.76,234.14,346.3,421.7,426.17,213.85,322.06,386.34,447.46,224.54,303.7,364.1,416.14,223.86,302.18,339.43,387.01,218.01,294.62,300.25,380.74,219.46,300.51,289.49,392.16,223.44,276.46,216.54,370.59,206.91,293.05,231.95,381.68,213.32,309.75,245.25,394.08,225.12,325.15,263.85,368.46,247.1,344.7,279.3,361.07,235.43,363.65,300.55,381.29,222.46,384.55,291.65
9266,Squash Fruit,Vegetables and Root Crops,Catanduanes,REGION V (BICOL REGION),134.43,333.5,342,240.12,139.1,320,331.69,240.18,137.6,327.15,328.4,222,139.45,342.6,335.5,218,142,339,328,205,135.5,328,314.03,198.5,149.05,318.16,298.75,197.66,129.46,321.37,274.85,187.77,133.87,306.72,319.02,198.94,133.29,286.42,262.2,171.8,114.44,312.13,215.5,117.07,75.93,144.74,177.01,56.19,77.89,158.71,218.24,20.11
9267,Squash Fruit,Vegetables and Root Crops,Cavite,REGION IV-A (CALABARZON),518.25,2668.68,1000,300,510,2601.96,1020,315,380,2862.16,1018.2,282,364.8,2710.93,1058.93,276.36,377.81,2674.33,761.91,277.24,376.94,2540.61,1040.1,274,365.63,2519.78,974.05,315.1,187.97,1176,866.12,282.08,144.91,999.36,897.04,249.02,107.23,929.91,594.44,288.15,91.23,671.23,569.19,239.17,82.45,724.9,551.87,257.71,89.15,767.52,595.4,284.24
